herdId;nSheep;farmSize;import
1386;21;small;no_import
1387;13;small;no_import
1388;18;small;no_import
1389;1;small;no_import
1390;12;small;import
1391;29;small;no_import
1392;14;small;no_import
1393;2;small;no_import
1394;6;small;no_import
1395;13;small;no_import
1396;10;small;no_import
1397;21;small;no_import
1398;13;small;no_import
1399;16;small;no_import
1400;14;small;no_import
1401;3;small;no_import
1402;4;small;no_import
1403;5;small;import
1404;2;small;no_import
1405;153;large;no_import
1406;12;small;no_import
1407;1;small;no_import
1408;12;small;no_import
1409;1;small;import
1410;9;small;no_import
1411;19;small;no_import
1412;34;large;import
1413;13;small;no_import
1414;24;small;no_import
1415;6;small;no_import
1416;11;small;no_import
1417;9;small;no_import
1418;15;small;no_import
1419;14;small;no_import
1420;1;small;no_import
1421;4;small;no_import
1422;12;small;import
1423;10;small;no_import
1424;2;small;no_import
1425;3;small;no_import
1426;8;small;no_import
1427;1;small;no_import
1428;83;large;no_import
1429;8;small;no_import
1430;11;small;no_import
1431;7;small;no_import
1432;3;small;no_import
1433;7;small;no_import
1434;38;large;no_import
1435;78;large;no_import
1436;9;small;no_import
1437;4;small;no_import
1438;21;small;no_import
1439;44;large;no_import
1440;3;small;no_import
1441;3;small;no_import
1442;30;small;no_import
1443;24;small;no_import
1444;5;small;no_import
1445;17;small;no_import
1446;19;small;no_import
1447;5;small;import
1448;18;small;no_import
1449;17;small;no_import
1450;42;large;no_import
1451;1;small;no_import
1452;13;small;no_import
1453;2;small;no_import
1454;6;small;no_import
1455;18;small;no_import
1456;11;small;no_import
1457;2;small;no_import
1458;18;small;no_import
1459;2;small;no_import
1460;12;small;no_import
1461;11;small;no_import
1462;15;small;no_import
1463;8;small;no_import
1464;107;large;no_import
1465;6;small;no_import
1466;30;small;no_import
1467;26;small;no_import
1468;20;small;no_import
1469;9;small;no_import
1470;12;small;no_import
1471;2;small;no_import
1472;23;small;no_import
1473;4;small;no_import
1474;17;small;no_import
1475;7;small;import
1476;18;small;no_import
1477;12;small;no_import
1478;18;small;no_import
1479;24;small;no_import
1480;13;small;no_import
1481;6;small;no_import
1482;3;small;no_import
1483;38;large;no_import
1484;2;small;no_import
1485;9;small;no_import
1486;19;small;no_import
1487;5;small;no_import
1488;3;small;import
1489;11;small;no_import
1490;23;small;import
1491;24;small;no_import
1492;7;small;no_import
1493;8;small;no_import
1494;7;small;no_import
1495;8;small;no_import
1496;71;large;no_import
1497;4;small;no_import
1498;2;small;no_import
1499;3;small;no_import
1500;15;small;no_import
1501;1;small;no_import
1502;18;small;no_import
1503;19;small;no_import
1504;5;small;import
1505;21;small;no_import
1506;4;small;no_import
1507;12;small;no_import
1508;4;small;no_import
1509;7;small;no_import
1510;4;small;no_import
1511;5;small;no_import
1512;23;small;no_import
1513;4;small;no_import
1514;6;small;no_import
1515;2;small;no_import
1516;2;small;no_import
1517;31;large;no_import
1518;3;small;no_import
1519;16;small;no_import
1520;7;small;no_import
1521;3;small;no_import
1522;3;small;no_import
1523;14;small;no_import
1524;19;small;no_import
1525;4;small;import
1526;1;small;no_import
1527;6;small;no_import
1528;9;small;no_import
1529;19;small;no_import
1530;4;small;no_import
1531;8;small;no_import
1532;28;small;no_import
1533;3;small;no_import
1534;33;large;no_import
1535;5;small;no_import
1536;34;large;no_import
1537;62;large;no_import
1538;8;small;no_import
1539;2;small;no_import
1540;30;small;no_import
1541;2;small;no_import
1542;22;small;import
1543;26;small;no_import
1544;7;small;no_import
1545;8;small;no_import
1546;5;small;no_import
1547;4;small;no_import
1548;33;large;no_import
1549;4;small;no_import
1550;6;small;no_import
1551;2;small;no_import
1552;18;small;import
1553;24;small;no_import
1554;6;small;import
1555;4;small;no_import
1556;2;small;no_import
1557;15;small;import
1558;6;small;no_import
1559;15;small;no_import
1560;21;small;no_import
1561;44;large;import
1562;1;small;no_import
1563;15;small;no_import
1564;6;small;import
1565;34;large;no_import
1566;16;small;no_import
1567;30;small;no_import
1568;3;small;no_import
1569;6;small;no_import
1570;4;small;no_import
1571;5;small;no_import
1572;3;small;no_import
1573;9;small;no_import
1574;16;small;no_import
1575;11;small;no_import
1576;13;small;import
1577;5;small;import
1578;18;small;no_import
1579;2;small;no_import
1580;5;small;no_import
1581;4;small;no_import
1582;2;small;import
1583;12;small;no_import
1584;64;large;no_import
1585;3;small;no_import
1586;3;small;no_import
1587;4;small;no_import
1588;19;small;import
1589;62;large;no_import
1590;4;small;import
1591;11;small;no_import
1592;21;small;no_import
1593;15;small;no_import
1594;23;small;no_import
1595;15;small;no_import
1596;13;small;no_import
1597;6;small;no_import
1598;5;small;no_import
1599;40;large;no_import
1600;6;small;no_import
1601;7;small;no_import
1602;18;small;no_import
1603;2;small;no_import
1604;10;small;import
1605;13;small;no_import
1606;3;small;no_import
1607;4;small;no_import
1608;14;small;no_import
1609;4;small;no_import
1610;5;small;no_import
1611;3;small;no_import
1612;3;small;import
1613;15;small;no_import
1614;4;small;no_import
1615;1;small;no_import
1616;41;large;no_import
1617;2;small;no_import
1618;3;small;no_import
1619;1;small;no_import
1620;25;small;no_import
1621;1;small;no_import
1622;12;small;no_import
1623;10;small;no_import
1624;5;small;no_import
1625;5;small;no_import
1626;3;small;no_import
1627;16;small;no_import
1628;2;small;no_import
1629;31;large;import
1630;35;large;no_import
1631;8;small;no_import
1632;21;small;no_import
1633;16;small;no_import
1634;2;small;import
1635;15;small;no_import
1636;10;small;no_import
1637;21;small;no_import
1638;25;small;no_import
1639;8;small;no_import
1640;9;small;no_import
1641;2;small;no_import
1642;5;small;no_import
1643;33;large;no_import
1644;2;small;no_import
1645;20;small;no_import
1646;2;small;no_import
1647;79;large;no_import
1648;6;small;no_import
1649;2;small;no_import
1650;11;small;no_import
1651;20;small;no_import
1652;23;small;no_import
1653;2;small;no_import
1654;33;large;no_import
1655;3;small;no_import
1656;13;small;no_import
1657;2;small;no_import
1658;16;small;no_import
1659;8;small;no_import
1660;53;large;no_import
1661;22;small;no_import
1662;2;small;no_import
1663;10;small;no_import
1664;17;small;no_import
1665;7;small;no_import
1666;74;large;no_import
1667;8;small;import
1668;6;small;no_import
1669;7;small;no_import
1670;19;small;no_import
1671;5;small;no_import
1672;2;small;no_import
1673;18;small;import
1674;3;small;no_import
1675;4;small;no_import
1676;93;large;no_import
1677;7;small;no_import
1678;4;small;no_import
1679;2;small;no_import
1680;18;small;no_import
1681;2;small;no_import
1682;4;small;no_import
1683;122;large;no_import
1684;142;large;no_import
1685;17;small;no_import
1686;2;small;no_import
1687;3;small;no_import
1688;10;small;no_import
1689;59;large;no_import
1690;8;small;no_import
1691;4;small;no_import
1692;3;small;no_import
1693;4;small;no_import
1694;11;small;no_import
1695;1;small;no_import
1696;4;small;import
1697;2;small;no_import
1698;222;large;no_import
1699;5;small;no_import
1700;23;small;no_import
1701;5;small;no_import
1702;4;small;no_import
1703;7;small;no_import
1704;32;large;no_import
1705;1;small;no_import
1706;3;small;no_import
1707;6;small;no_import
1708;11;small;no_import
1709;19;small;no_import
1710;2;small;no_import
1711;13;small;no_import
1712;16;small;no_import
1713;27;small;no_import
1714;33;large;no_import
1715;5;small;no_import
1716;12;small;import
1717;27;small;no_import
1718;8;small;no_import
1719;3;small;no_import
1720;3;small;no_import
1721;6;small;import
1722;40;large;no_import
1723;5;small;no_import
1724;9;small;no_import
1725;3;small;no_import
1726;79;large;no_import
1727;55;large;no_import
1728;12;small;no_import
1729;6;small;no_import
1730;11;small;no_import
1731;7;small;no_import
1732;20;small;no_import
1733;5;small;no_import
1734;16;small;no_import
1735;13;small;no_import
1736;24;small;no_import
1737;6;small;no_import
1738;4;small;no_import
1739;9;small;no_import
1740;8;small;no_import
1741;12;small;no_import
1742;31;large;no_import
1743;2;small;no_import
1744;2;small;no_import
1745;11;small;import
1746;3;small;no_import
1747;8;small;no_import
1748;4;small;no_import
1749;2;small;no_import
1750;12;small;no_import
1751;5;small;no_import
1752;25;small;no_import
1753;9;small;no_import
1754;7;small;no_import
1755;10;small;no_import
1756;11;small;import
1757;22;small;no_import
1758;16;small;no_import
1759;25;small;no_import
1760;18;small;no_import
1761;18;small;import
1762;3;small;no_import
1763;8;small;no_import
1764;4;small;no_import
1765;23;small;import
1766;1;small;no_import
1767;7;small;no_import
1768;22;small;no_import
1769;12;small;no_import
1770;10;small;no_import
1771;3;small;no_import
1772;15;small;no_import
1773;2;small;no_import
1774;7;small;no_import
1775;9;small;no_import
1776;10;small;no_import
1777;3;small;no_import
1778;6;small;no_import
1779;20;small;no_import
1780;2;small;no_import
1781;6;small;no_import
1782;18;small;no_import
1783;22;small;no_import
1784;15;small;no_import
1785;2;small;no_import
1786;18;small;no_import
1787;23;small;no_import
1788;15;small;no_import
1789;11;small;no_import
1790;20;small;no_import
1791;9;small;no_import
1792;13;small;no_import
1793;14;small;no_import
1794;13;small;no_import
1795;22;small;no_import
1796;2;small;no_import
1797;14;small;no_import
1798;12;small;no_import
1799;14;small;import
1800;12;small;no_import
1801;15;small;no_import
1802;8;small;no_import
1803;14;small;no_import
1804;20;small;no_import
1805;5;small;no_import
1806;1;small;no_import
1807;10;small;no_import
1808;6;small;no_import
1809;14;small;no_import
1810;2;small;no_import
1811;40;large;no_import
1812;10;small;no_import
1813;49;large;no_import
1814;22;small;no_import
1815;15;small;no_import
1816;2;small;no_import
1817;18;small;no_import
1818;3;small;no_import
1819;12;small;no_import
1820;71;large;import
1821;6;small;no_import
1822;9;small;no_import
1823;4;small;no_import
1824;20;small;no_import
1825;10;small;no_import
1826;11;small;no_import
1827;6;small;no_import
1828;13;small;no_import
1829;6;small;no_import
1830;17;small;no_import
1831;11;small;no_import
1832;8;small;no_import
1833;8;small;no_import
1834;2;small;no_import
1835;35;large;no_import
1836;12;small;no_import
1837;33;large;no_import
1838;12;small;import
1839;8;small;no_import
1840;16;small;no_import
1841;216;large;no_import
1842;2;small;no_import
1843;18;small;no_import
1844;5;small;import
1845;31;large;no_import
1846;38;large;no_import
1847;9;small;no_import
1848;6;small;no_import
1849;5;small;no_import
1850;8;small;no_import
1851;2;small;no_import
1852;3;small;import
1853;18;small;no_import
1854;13;small;no_import
1855;10;small;no_import
1856;5;small;no_import
1857;2;small;import
1858;5;small;no_import
1859;42;large;no_import
1860;14;small;no_import
1861;2;small;no_import
1862;62;large;no_import
1863;4;small;no_import
1864;2;small;no_import
1865;5;small;no_import
1866;18;small;no_import
1867;3;small;no_import
1868;6;small;no_import
1869;21;small;no_import
1870;11;small;no_import
1871;2;small;no_import
1872;22;small;no_import
1873;4;small;no_import
1874;9;small;no_import
1875;26;small;no_import
1876;40;large;import
1877;3;small;import
1878;22;small;no_import
1879;7;small;no_import
1880;4;small;no_import
1881;49;large;import
1882;23;small;no_import
1883;9;small;no_import
1884;11;small;no_import
1885;67;large;no_import
1886;17;small;no_import
1887;15;small;no_import
1888;2;small;no_import
1889;156;large;no_import
1890;15;small;no_import
1891;11;small;no_import
1892;9;small;no_import
1893;13;small;no_import
1894;27;small;import
1895;5;small;no_import
1896;21;small;no_import
1897;3;small;no_import
1898;7;small;no_import
1899;13;small;no_import
1900;2;small;no_import
1901;2;small;import
1902;31;large;no_import
1903;5;small;no_import
1904;6;small;import
1905;51;large;no_import
